numberIndependentVariables,"""=""",3.0,,,,,,
25.0,15.0,45.0,0.03010,-0.194,-2.09900,-0.02880,-0.16180,-0.08040
25.0,15.0,50.0,0.04780,-0.2201,-2.11000,-0.03920,-0.15500,-0.05300
25.0,15.0,55.0,0.04320,-0.209,-1.95000,-0.03650,-0.15800,-0.01710
25.0,15.0,60.0,0.03630,-0.1885,-2.00000,-0.02550,-0.18080,-0.00720
25.0,15.0,70.0,0.00330,-0.1266,-1.97000,-0.02900,-0.36350,-0.00590
25.0,15.0,80.0,-0.02880,-0.1554,-1.84000,-0.03020,-0.51130,-0.01120
25.0,15.0,90.0,-0.02370,-0.1547,-1.93500,-0.02440,-0.59610,0.00140
25.0,20.0,-20.0,-0.11120,-0.2861,0.75000,-0.00440,-0.10600,0.03690
25.0,20.0,-15.0,-0.12590,-0.254,0.47000,-0.01230,-0.17300,0.03980
25.0,20.0,-10.0,-0.13350,-0.3212,0.19000,-0.01230,-0.21500,0.04760
25.0,20.0,-5.0,-0.10920,-0.4001,0.07700,-0.01840,-0.23700,0.06450
25.0,20.0,0.0,-0.09430,-0.4315,-0.23200,-0.02470,-0.23590,0.06960
25.0,20.0,5.0,-0.06240,-0.443,-0.52800,-0.03580,-0.21990,0.06940
25.0,20.0,10.0,-0.02210,-0.4347,-0.81300,-0.05340,-0.19380,0.06490
25.0,20.0,15.0,0.01890,-0.3966,-1.10300,-0.06370,-0.18380,0.04990
25.0,20.0,20.0,0.03580,-0.328,-1.35800,-0.06530,-0.18110,0.02590
25.0,20.0,25.0,0.04750,-0.3044,-1.59500,-0.06050,-0.18480,0.02240
25.0,20.0,30.0,0.04650,-0.2743,-1.80400,-0.03910,-0.17320,-0.01460
25.0,20.0,35.0,0.04360,-0.2282,-1.91500,-0.02910,-0.16030,-0.04020
25.0,20.0,40.0,0.03470,-0.1575,-1.99100,-0.03670,-0.14320,-0.06410
25.0,20.0,45.0,0.03310,-0.1506,-2.03000,-0.03750,-0.11880,-0.04800
25.0,20.0,50.0,0.05250,-0.1565,-1.98400,-0.04590,-0.15850,-0.02920
25.0,20.0,55.0,0.02720,-0.2153,-1.89200,-0.04740,-0.26120,-0.04240
25.0,20.0,60.0,0.03970,-0.2077,-1.96000,-0.03130,-0.17370,-0.02540
25.0,20.0,70.0,0.00200,-0.1534,-1.90700,-0.04240,-0.35630,-0.01910
25.0,20.0,80.0,-0.03120,-0.2075,-1.89900,-0.03950,-0.52020,-0.01350
25.0,20.0,90.0,-0.03230,-0.1986,-1.94800,-0.03460,-0.61580,-0.00680
25.0,25.0,-20.0,-0.10540,-0.3461,0.74000,0.00740,-0.10200,0.04410
25.0,25.0,-15.0,-0.12120,-0.319,0.49000,-0.00170,-0.15100,0.04590
25.0,25.0,-10.0,-0.12280,-0.3842,0.21000,-0.00650,-0.18300,0.05340
25.0,25.0,-5.0,-0.10260,-0.5013,0.07700,-0.01940,-0.20020,0.07420
25.0,25.0,0.0,-0.08770,-0.5369,-0.20700,-0.02630,-0.19830,0.08240
25.0,25.0,5.0,-0.05860,-0.5506,-0.46700,-0.03780,-0.19390,0.07860
25.0,25.0,10.0,-0.01980,-0.5313,-0.72400,-0.05730,-0.16640,0.07180
25.0,25.0,15.0,0.01710,-0.4868,-0.99000,-0.07080,-0.15020,0.05320
25.0,25.0,20.0,0.04220,-0.4542,-1.24100,-0.07530,-0.14820,0.03740
25.0,25.0,25.0,0.05430,-0.4241,-1.47900,-0.07320,-0.15950,0.03020
25.0,25.0,30.0,0.04660,-0.36,-1.68100,-0.06490,-0.14780,-0.00120
25.0,25.0,35.0,0.04090,-0.3141,-1.76000,-0.05030,-0.13560,-0.01850
25.0,25.0,40.0,0.04780,-0.1807,-1.89700,-0.06540,-0.11590,-0.00520
25.0,25.0,45.0,0.04280,-0.1951,-1.94500,-0.05880,-0.10030,-0.02470
25.0,25.0,50.0,0.04760,-0.1679,-1.84100,-0.05850,-0.15880,-0.01870
25.0,25.0,55.0,0.03470,-0.1709,-1.87700,-0.05520,-0.17020,-0.00420
25.0,25.0,60.0,0.03400,-0.1719,-1.93000,-0.04200,-0.17190,-0.00080
25.0,25.0,70.0,-0.00050,-0.2078,-1.88200,-0.05680,-0.36970,-0.02090
25.0,25.0,80.0,-0.02400,-0.2495,-1.92200,-0.05210,-0.49610,-0.01350
25.0,25.0,90.0,-0.02460,-0.2474,-1.98900,-0.04250,-0.59510,-0.00540
25.0,30.0,-20.0,-0.10200,-0.4081,0.71000,-0.02560,-0.08200,0.04250
25.0,30.0,-15.0,-0.11540,-0.398,0.51500,0.00810,-0.12300,0.04920
25.0,30.0,-10.0,-0.11180,-0.4382,0.25000,0.00080,-0.15000,0.05720
25.0,30.0,-5.0,-0.09100,-0.5794,0.09300,-0.01740,-0.17720,0.07870
25.0,30.0,0.0,-0.07990,-0.64,-0.16400,-0.02690,-0.17480,0.09240
25.0,30.0,5.0,-0.05730,-0.6514,-0.39800,-0.04250,-0.16120,0.08920
25.0,30.0,10.0,-0.01930,-0.6371,-0.62600,-0.05970,-0.13380,0.08140
25.0,30.0,15.0,0.01800,-0.61,-0.89100,-0.07830,-0.11950,0.06840
25.0,30.0,20.0,0.02900,-0.5698,-1.09700,-0.07840,-0.12270,0.04170
25.0,30.0,25.0,0.05470,-0.503,-1.37100,-0.08640,-0.12500,0.03620
25.0,30.0,30.0,0.03490,-0.4189,-1.56800,-0.09890,-0.08140,0.02440
25.0,30.0,35.0,0.03380,-0.3488,-1.67000,-0.06910,-0.08080,0.00710
25.0,30.0,40.0,0.04020,-0.2242,-1.80400,-0.07410,-0.05820,0.00510
25.0,30.0,45.0,0.04500,-0.2662,-1.83400,-0.07380,-0.09330,-0.02070
25.0,30.0,50.0,0.03760,-0.2008,-1.63700,-0.06850,-0.17710,-0.01510
25.0,30.0,55.0,0.03150,-0.2107,-1.76500,-0.06920,-0.18120,0.00310
25.0,30.0,60.0,0.02460,-0.2099,-1.83800,-0.06030,-0.23330,0.00560
25.0,30.0,70.0,0.00580,-0.2421,-1.87400,-0.07200,-0.35340,-0.01040
25.0,30.0,80.0,-0.01520,-0.2954,-1.87300,-0.06530,-0.44600,-0.00580
25.0,30.0,90.0,-0.01500,-0.3047,-1.95100,-0.05460,-0.56340,-0.00720
